,lh.01-1,rh.01-1,lh.02-1,rh.02-1,lh.03-1,rh.03-1,lh.04-1,rh.04-1,lh.05-1,rh.05-1,lh.06-1,rh.06-1,lh.06-2,rh.06-2,lh.07-1,rh.07-1,lh.07-2,rh.07-2,lh.07-3,rh.07-3,lh.08-1,rh.08-1,lh.08-2,rh.08-2,lh.08-3,rh.08-3,lh.09-1,rh.09-1,lh.10-1,rh.10-1,lh.11-1,rh.11-1,lh.12-1,rh.12-1,lh.12-2,rh.12-2,lh.12-3,lh.13-1,rh.13-1,lh.13-2,rh.13-2,rh.13-3,rh.13-4,lh.14-1,rh.14-1,lh.15-1,rh.15-1,lh.16-1,rh.16-1,lh.16-2,rh.16-2,lh.16-3,rh.16-3,lh.16-4,rh.16-4,lh.17-1,rh.17-1,lh.17-2,rh.17-2,lh.17-3,rh.17-3,lh.17-4
lh.08-1,-0.3668178243415833,-0.3586254254316715,0.14982222919646038,0.16690016624437568,0.03287394050895264,-0.1165024921010272,0.0619664196261538,-0.02748774783386312,-0.3647738969910427,-0.37981952777632383,-0.030368795570732,-0.05244576325825404,0.011749042652358122,-0.07436256223377673,0.2910331103017268,0.24085678160366317,0.25093123371416726,0.2552665559024072,0.25420092968760405,0.16493756355891284,1.0,0.6517324955296527,0.3514991381583724,0.3512350914947824,0.43272567806375134,0.4438975570782568,-0.06269423631923271,-0.14936262714923518,-0.0330551882863024,-0.09246633202719308,0.27220220540559353,0.2603866735252832,0.005598162677639415,-0.17200673454237098,0.02334033341733762,-0.008107334520007847,-0.12062709246028774,0.32425251209117983,0.27818234137210285,0.17773947716924854,0.19878461886958712,0.16036508577969907,-0.0784213970162011,-0.0838045498768529,-0.03269961039999832,-0.1583050798291661,-0.20619963138743747,0.31271802684294947,0.28343298534900496,-0.07921522172397097,-0.014750853981813004,0.210312529184647,-0.18318285524382366,-0.179558760844362,0.08257743586433618,-0.10577630484185346,0.00361568795357811,0.11584743143235075,0.09755554639867699,0.020477156642075767,0.10664039661111757,-0.0272892695574419
rh.08-1,-0.38875611064295723,-0.40217347104774,0.09697425036835267,0.12317781320817908,-0.04651038439095007,-0.1557857119901681,0.04095242944934965,-0.04415086193464783,-0.3335516953864869,-0.3242812846388351,-0.03505280231531868,-0.038069867744722714,0.01306860096477443,-0.033659799688173585,0.2961131024862684,0.2892895291063718,0.25604109742937964,0.2978279814229483,0.288364372364003,0.24481517967274627,0.6517324955296527,1.0,0.2936084055465638,0.447483476797467,0.34888587121134457,0.553504711024797,-0.01284091828393139,-0.010342814494225827,0.003845249480351577,0.05681202300091244,0.28347605697830996,0.4355876972091154,-0.06000688799616092,-0.04062915716504033,0.05871830305249317,0.16022295542227044,-0.04979597923342757,0.2460412499229392,0.38411913719799634,0.21678048228800426,0.4023936632743669,0.3629039787568387,0.0013065918699370082,-0.1675877519713076,-0.055774526565485524,-0.11294115188950242,-0.15946229127515846,0.17843024586424416,0.2939732533314909,-0.1184708147597695,0.0556590336358792,0.12106333538339097,-0.10126395051230756,-0.26522047140906047,0.15778979086161338,-0.24361703862548117,0.03721992535488763,-0.09544541980802583,0.1302688242004966,-0.12310478771198452,0.10531854155524288,-0.1369101743155792
lh.08-2,-0.35252879389548275,-0.3022860708465425,0.030046072185727017,0.005025703592928182,0.057434617101975664,0.028074329481394496,0.25109958262732684,0.19971088190606215,-0.24705894428797504,-0.27821883351263454,0.03614266803749022,0.009540710700103929,0.04981734022505886,-0.04318273394824387,0.5489179375888246,0.30790298135665156,0.3404389875826273,0.4465441104275099,0.2587532055379239,0.20750930191309422,0.3514991381583724,0.2936084055465638,1.0,0.6509108532359561,0.38942552951412385,0.36962562488514983,-0.13227124181529312,-0.14346362495901102,0.02066806910736661,0.008923348416744347,0.06836027720077757,0.02335324443706544,0.07907763346857034,-0.07968691767969904,0.03418117073022263,-0.030453477115847595,-0.033057907587563155,0.13375707779384974,0.1121514221982776,0.0945160708841489,0.06988180495656487,0.10596945797260306,-0.0067746859628881224,-0.04295203945381032,-0.09525068788190916,0.02833666531909157,-0.0221647209049027,0.15629277140704625,0.15182479974698873,-0.14710650411354728,-0.14653379613298095,0.01165510404933923,-0.2428375675898205,-0.22453729655953336,-0.04136786355343629,-0.1833710408603133,-0.18787178665376042,0.1044542112644888,0.10488845607511363,0.2599846555789365,0.20752328501464032,-0.14529771195353683
rh.08-2,-0.3639820666701727,-0.33998914644612255,0.04660089153869678,-0.002802095221095407,0.017853700094224767,-0.1193494139596146,0.20574634645225504,0.15539881707112943,-0.242530393883829,-0.26520816637337746,0.09008870780499113,0.015263555630205055,0.02497280625985032,-0.05573024285600309,0.4521911578833926,0.32477309196002574,0.3073407908856001,0.4315828521322616,0.27493666761568425,0.2811608578457838,0.3512350914947824,0.447483476797467,0.6509108532359561,1.0,0.3919899479748237,0.44303521992965184,-0.09955019980522185,-0.0766362129640902,0.017560125521369666,0.07647652587296268,0.07314717857007842,0.15152954292630372,-0.04006045332851731,0.024863597462060134,0.03335523285053835,0.09464145117433582,-0.09052964470373784,0.12563665395669274,0.23023995705199019,0.08595489705978374,0.2087586736213993,0.2393132828775569,0.013274057599449583,-0.0750903864380135,-0.020671211943736296,0.03336863572313544,-0.09535307168708855,0.13232287322671232,0.1797362109315567,-0.1921104337862013,-0.12240886748302147,-0.04172002903977895,-0.2483952415131888,-0.30596591765012116,-0.012156842550100275,-0.2233501361224621,-0.10891410769859737,0.007020068443398834,0.18177061603242353,0.1478891199999936,0.2898279570850926,-0.14917200995896276
lh.08-3,-0.34152443984631636,-0.31593109857499535,0.10697467823664865,0.1178943308583951,0.09441794914103618,0.006473870077152611,0.22354503454932803,0.16035348962387655,-0.3779989622884418,-0.39542845830068774,-0.12386785349388568,-0.19348637797477272,0.04339440025616955,-0.09081037341117408,0.37077785439815697,0.2493110870897705,0.2541019452943374,0.25532955720430656,0.14955186856387712,0.06251765112036149,0.43272567806375134,0.34888587121134457,0.38942552951412385,0.3919899479748237,1.0,0.45183619587000035,-0.03745001777309957,-0.04616197107722715,0.08628082562203943,-0.004546105867442619,0.15491253459338689,0.14263409551278058,0.02787768535356043,-0.09226259259890926,-0.022981618670857757,-0.12072178737311154,-0.1753809136666135,0.13136815408443947,0.106365048531191,0.05735711689682143,0.11289700947982569,0.007606852617196569,-0.08527800654072096,0.029723767570529157,0.040216875748633606,-0.05820140031217411,-0.06633551184267222,0.326874766197393,0.24892885219627367,-0.0030625567695738674,0.013133710741316631,0.1698971719011296,-0.169022519114203,-0.12676809197574157,0.046859719274467665,-0.08179720923727457,-0.05678983173016738,0.05260633946362616,0.012685524805097811,0.0916198184115803,0.09901015489224417,-0.03420706589442536
rh.08-3,-0.3504521561224354,-0.34337876825211244,0.07486986173985391,0.10500828318931156,-0.015752176152188452,-0.09466591545528326,0.14836050328247774,0.05975732313504599,-0.3141597619895217,-0.3242712889940024,-0.07941128571540927,-0.0634705513054447,0.0932465756530846,-0.0009413390039538243,0.35202321827261546,0.3086322747428322,0.24830707197131005,0.2463205079812034,0.2211223894939915,0.18115269241862098,0.4438975570782568,0.553504711024797,0.36962562488514983,0.44303521992965184,0.45183619587000035,1.0,-0.06924540306262704,-0.04311989423496636,0.0719116043804968,0.05519611132658757,0.22399968489551253,0.30288136354811546,-0.07578103924822895,-0.06885758488187174,0.02563785060773222,0.038883553002321096,-0.06585629909350565,0.07901124116877718,0.14066362471113694,0.11361696811199741,0.3054898761719761,0.16862460539023033,-0.03623962472524695,-0.03293342264607765,0.03314569743119065,-0.11704273421836635,-0.11912727511344814,0.20211713117563432,0.28942745986600404,-0.06915658811153026,0.040370313690011914,0.18718865174947022,-0.08284187501838935,-0.23542577923325303,0.14841569867735738,-0.18957925348842664,-0.011361756109726751,-0.09161095957923639,0.051978795851516824,-0.0727956399708243,0.16108002093901452,-0.07828919285384377
lh.09-1,-0.0715612625014986,-0.11209178220596938,-0.20436828668721577,-0.19322597134228633,0.018499592670674338,-0.03731145852677507,-0.023871287436267166,-0.01762264077754183,0.015549075008312065,-0.03420117099772332,-0.06790852127872854,-0.050263461920200335,-0.04137602571479656,0.002009883186230639,-0.11010270404279135,0.02739449327878241,0.05100949771363932,-0.038064585440004815,0.007153970792254216,-0.007149312168948571,-0.06269423631923271,-0.01284091828393139,-0.13227124181529312,-0.09955019980522185,-0.03745001777309957,-0.06924540306262704,1.0,0.4856258422253,-0.017707793875925557,0.052412537932661825,-0.061536344850377636,-0.05015018916827921,0.08012734370386643,0.08087534730162461,-0.14799326297891016,-0.11190823930456217,-0.05232768037766128,-0.013087516267711331,0.01437755665608678,-0.06876495772905893,-0.028139656612131924,-0.04004104820444487,0.03102897055331585,0.17490458693025354,0.1454867399958048,0.10048888324358714,0.09159383766053826,-0.08103530749385769,-0.030925068007615682,0.0187835325728744,0.015044500076546237,0.0041964298611733425,0.011746362698423517,0.06220632114779426,0.025067533254083743,0.39974328245590274,0.32884974317873866,0.13157341824169078,0.10704281098225998,0.2595514446915844,0.054633132093521615,0.09288497924378394
rh.09-1,-0.05132856105358534,-0.057486840298501395,-0.18849094220893925,-0.13435744147570322,-0.07048241878099996,-0.13113691113449275,-0.103939476521279,-0.052203521811798076,0.05561015890517513,0.05438958832997163,-0.09646209519039446,-0.06640586393696027,-0.02318263283470782,-0.0197232480638422,-0.17324840971406888,-0.022395635172715908,-0.01690274972528339,-0.04692637588087635,0.007129057253523673,0.013220349060751129,-0.14936262714923518,-0.010342814494225827,-0.14346362495901102,-0.0766362129640902,-0.04616197107722715,-0.04311989423496636,0.4856258422253,1.0,0.019256825210005286,0.12015545361189481,0.01751048995266785,0.07139753031151022,-0.03397270100883497,0.16391946047338865,-0.09052132935038994,-0.0430067226439005,-0.029043716735593677,-0.0840117531469406,-0.019695000231677032,-0.03815787138988487,0.06704538025745849,0.02905957788866676,0.0021833400214331692,0.01857064352108757,0.12641743952654724,0.16869446355444462,0.17624670767517464,-0.15071942361139187,-0.06636086360248344,0.03160709157105662,0.052371794263785555,0.015859939379796514,0.11160687247014538,0.05491553589102245,0.12149215008993261,0.21947572770014342,0.37001215239408736,-0.014411552876766345,0.08126710885738929,0.04756054043326831,0.06516929906838431,0.052246271091723785
lh.10-1,-0.12296982731347965,-0.13700344614541712,-0.07875733454599765,-0.045523318649476736,0.020065324843968533,0.048485663325612334,0.007487634860202042,0.0672280584639735,-0.27016007595268415,-0.26290645598379714,-0.18410022791704322,-0.26906431585466134,-0.18581658019973862,-0.16600166238490527,-0.04477561135019806,-0.1532481509304281,-0.09681916182849555,-0.060356255333396704,-0.186976201879703,-0.18003653312967416,-0.0330551882863024,0.003845249480351577,0.02066806910736661,0.017560125521369666,0.08628082562203943,0.0719116043804968,-0.017707793875925557,0.019256825210005286,1.0,0.46076952539334526,0.11843587495990032,0.038381016073111965,-0.014887532248685999,-0.06808078358615394,-0.02042936354185744,-0.10106993594722356,-0.0843561164323243,0.2369767094295271,0.16338075570194857,0.16206509072980493,0.08002420939772893,0.09256376386483074,0.074206461021494,-0.05351978910027303,-0.08757504011094212,0.008508478881195552,0.03544616352066359,0.3134847811724698,0.17017484385629272,0.30640373630089757,0.17173339875325397,0.26548527810650746,0.09404922200694113,0.2428921434588898,0.17449509736365038,0.14639440532901607,0.06519266316341303,0.16710048679583264,0.05645997818990098,0.1686805928714154,0.2262901541746558,0.17829251278457436
rh.10-1,-0.08340086881859247,-0.10693293715792707,-0.121606109382818,-0.07632207901449821,-0.09129165020405376,-0.04143921468047606,-0.019646521699130233,0.0548657828441089,-0.2041901736203199,-0.17335050165209512,-0.1472268401098218,-0.21278887193146429,-0.23130122584473425,-0.16646288197195966,-0.052093664309983426,-0.09867040137891672,-0.084104371598129,0.02396416182746854,-0.11616951035679302,-0.13257326451783272,-0.09246633202719308,0.05681202300091244,0.008923348416744347,0.07647652587296268,-0.004546105867442619,0.05519611132658757,0.052412537932661825,0.12015545361189481,0.46076952539334526,1.0,0.05001183111780829,0.061014147401681734,-0.11353924938807232,0.01582026313329072,-0.06255494565928185,-0.01885789068388174,-0.0704706044653868,0.14619378747160083,0.19778720691742788,0.0943350708453394,0.14029101046673248,0.15707027102444515,0.09769150971051621,-0.08709951782534053,-0.04437048804951696,0.004590820841075654,0.04183063346126437,0.19741794349717537,0.17688961010882473,0.2074479947299299,0.17023791839180116,0.1975375306460222,0.13441188054623832,0.1304235566072771,0.2512841484804083,0.0924878176607317,0.16674155419302414,0.079408325805986,0.18438290530547471,0.12637467683471396,0.29953115897971383,0.07280116985304555
lh.11-1,-0.38326311236356175,-0.3984111517040326,0.048996716277525575,0.11997557387616535,-0.13366670554011048,-0.19720757580922926,-0.11706306501485952,-0.10989120526725042,-0.3366781454196768,-0.3162953872719717,-0.15081594948397445,-0.1708690200308443,-0.13945813423407397,-0.14596740560022547,0.009392915127940138,-0.06724367119216837,0.012440046319329948,-0.0047957539901228,0.011835415360190091,-0.06342290136489058,0.27220220540559353,0.28347605697830996,0.06836027720077757,0.07314717857007842,0.15491253459338689,0.22399968489551253,-0.061536344850377636,0.01751048995266785,0.11843587495990032,0.05001183111780829,1.0,0.7081777217978751,-0.06177373219789436,-0.06814213082274857,0.21552027918466707,0.152958304875374,-0.08783447071078675,0.22146016595381504,0.17343601004131953,0.347861491534722,0.2837115107927318,0.3513222040441629,0.03468494936440548,-0.1519132254310708,-0.05720524254768625,0.0477824572677704,0.008607302398709677,0.2484921873626935,0.20878004109718803,0.5258536434904393,0.49559326105713175,0.34991058662123037,0.2689625517816712,0.2313065908754615,0.30756408471303415,0.05322507001397949,0.18258789887482635,0.021567653703049316,-0.012578935522380638,-0.10563343038912025,0.01572329537637546,0.2172871212361247
rh.11-1,-0.317066575085262,-0.33415900547821314,0.05077549697246776,0.12080916514512238,-0.22654761835823958,-0.27664912039682776,-0.16899358043559373,-0.19616526219951513,-0.2813312505440126,-0.22746232277495018,-0.22384241979964817,-0.20288383215432193,-0.18834579321721878,-0.12804426063143415,-0.028386278121119483,-0.04914407362974483,-0.019743771097928058,-0.003629185665798107,-0.006182700196661663,-0.0421862623719955,0.2603866735252832,0.4355876972091154,0.02335324443706544,0.15152954292630372,0.14263409551278058,0.30288136354811546,-0.05015018916827921,0.07139753031151022,0.038381016073111965,0.061014147401681734,0.7081777217978751,1.0,-0.19261569883404017,0.01719361573375775,0.09818132240827666,0.27521486155849173,-0.14617671675460342,0.09828720244028462,0.26454664688025453,0.24526086850870618,0.41320769746665803,0.4838050285367352,0.06576338943401822,-0.10524607833920815,0.04914444033225248,0.039943901100449514,0.03499362238806989,0.16601581801887283,0.24500388330522793,0.36242153159633617,0.5484799371896105,0.21228055015280417,0.33567847690073493,0.061872266776964245,0.3559941958683073,-0.035934326627807364,0.23367930728667255,-0.12965071179872673,0.04228833128874532,-0.2666852799558164,0.03718532556048922,0.07767163816459044
lh.12-1,-0.04979320685058783,-0.11269718463169959,-0.2848371062826209,-0.2789368632581564,0.006871190179656484,-0.012899068738469124,-0.07542711861321293,-0.11808476658545936,0.15396227875685148,-0.02255372600511763,-0.0643114070903726,-0.11826518679461859,0.14599193056316756,-0.031355960219752545,0.022012883528014733,-0.10612594340535306,-0.03649267762438943,-0.17117913834814655,-0.043298406374259434,-0.15803929423639318,0.005598162677639415,-0.06000688799616092,0.07907763346857034,-0.04006045332851731,0.02787768535356043,-0.07578103924822895,0.08012734370386643,-0.03397270100883497,-0.014887532248685999,-0.11353924938807232,-0.06177373219789436,-0.19261569883404017,1.0,0.34346426832901106,0.470238705455454,0.10080189232839386,0.43844850183075273,0.33966681260606296,0.08981133563367802,0.27239447821569535,0.07585700743491447,0.031859187564438625,0.19640297696559417,0.26132679946355103,-0.009857801295438794,0.03396455041566533,0.03517572055154041,-0.09425200430265178,-0.21872730527925927,-0.07069234340779268,-0.20314391023247455,-0.025596643273784307,-0.11319284034054758,0.17829751938189806,-0.15906455950629847,0.15649431508104097,-0.10390830490794888,0.08589828842756413,-0.1607460243456354,0.34581545103238814,-0.1199844181506118,0.05522224837504906
rh.12-1,0.02690159964522302,-0.036908559858361174,-0.242099083630534,-0.26398122558115134,-0.15432618540837204,-0.15408357287745686,-0.2351960458980601,-0.23126716118878632,0.26742374080177955,0.2757061176030593,-0.09674583258900118,-0.020387029844345688,0.06194893685763667,0.07722813372221375,-0.15506390942979878,-0.12431834202181449,-0.1700527609149945,-0.12427788690398267,-0.11214806899112123,-0.06370450035576655,-0.17200673454237098,-0.04062915716504033,-0.07968691767969904,0.024863597462060134,-0.09226259259890926,-0.06885758488187174,0.08087534730162461,0.16391946047338865,-0.06808078358615394,0.01582026313329072,-0.06814213082274857,0.01719361573375775,0.34346426832901106,1.0,0.1305485582440939,0.2785691246788465,0.12762134931762142,-0.0144036074907414,0.0512491459841222,-0.09012986088322313,0.13234121036863639,0.03828835979517988,0.04847462530809095,0.20582814789228226,0.3051465420847716,0.07076228375300397,0.07906605947615258,-0.23912684901071762,-0.18582397088231795,-0.18823576706731535,-0.0736580617771842,-0.16828996452027079,0.057357677420703364,-0.049306909374485605,-0.0035722080318550406,0.14604086305461114,0.15641487892947947,-0.07252354657742953,0.010926803497655254,0.04185980134720993,0.05377028560939748,0.023492535057484977
lh.12-2,-0.1443350687451904,-0.14427741655504975,-0.1454167066802014,-0.11487303904546733,-0.07580933797752078,-0.13409159898841164,-0.07780309306363324,-0.10877369127072685,0.11358699137666872,-0.0054655040893378465,0.12726913998555306,0.03939769641002148,0.014206234812410843,-0.1094308602630871,-0.005782438266638063,-0.13365626040703935,-0.07598572280831385,-0.09501548876431086,0.012966144239926798,-0.0828162185939314,0.02334033341733762,0.05871830305249317,0.03418117073022263,0.03335523285053835,-0.022981618670857757,0.02563785060773222,-0.14799326297891016,-0.09052132935038994,-0.02042936354185744,-0.06255494565928185,0.21552027918466707,0.09818132240827666,0.470238705455454,0.1305485582440939,1.0,0.5213772890328027,0.5066516713366722,0.3209655927608188,0.14188413011689416,0.6083917575511635,0.23813326396493809,0.35480035157184947,0.29967851754644514,-0.08932773951538751,-0.21307951784226373,0.007925288351927698,-0.0018029263769412257,-0.08985105804766642,-0.20538215961700226,0.037257258529743605,-0.0679567939320885,0.0329653901147399,-0.02575906179625376,0.14596870881866905,-0.09506203617500118,-0.12113457340614912,-0.2070389587811073,-0.03149034445533968,-0.1809802747425391,0.035403258007773275,-0.10787893155294737,0.04542963825689265
rh.12-2,-0.1412534741641005,-0.18968297630979278,0.021734819496168036,-0.0013517508655523202,-0.1811040076556712,-0.21995364929627287,-0.17774980190783696,-0.17232002364459406,0.13188273567537423,0.10560773660229253,0.2208455001017914,0.12463081388656672,-0.06585346175835027,-0.034554963303657,-0.07577665626703572,-0.14048556251253322,-0.10474686126635398,-0.03033439766403881,-0.018103547604906553,-0.03999157064433597,-0.008107334520007847,0.16022295542227044,-0.030453477115847595,0.09464145117433582,-0.12072178737311154,0.038883553002321096,-0.11190823930456217,-0.0430067226439005,-0.10106993594722356,-0.01885789068388174,0.152958304875374,0.27521486155849173,0.10080189232839386,0.2785691246788465,0.5213772890328027,1.0,0.2785520472205078,0.08965968737970394,0.22626147648110065,0.3091382080034103,0.3132798478562481,0.44823662677727255,0.30402128374043147,-0.04773622966976318,-0.06561400686375063,-0.00911594283003869,0.0314355741679297,-0.18009617627171987,-0.11360292466070472,-0.08228744218771547,0.029859318994904467,-0.10912036691381737,0.07377455557459875,-0.01705627513487311,-0.046907990041108016,-0.07927892323809722,-0.04595022073002081,-0.12642400319579583,-0.012663385429236122,-0.1400569937232825,-0.013883889201244903,-0.03205645117276337
lh.12-3,0.11924958568332608,0.08463270314002241,-0.1642438086916791,-0.1265157778647478,-0.12409579716305962,-0.06123740499660887,-0.16251047085345102,-0.17994219376153434,0.34899939256459483,0.20079229553586517,-0.00476312409775016,0.011113755017582473,0.07964229159426651,0.0023157362765411815,-0.009691391680493627,-0.11141720967830442,-0.09093980019671195,-0.11630925089753973,0.01184876805843194,-0.10530629471286011,-0.12062709246028774,-0.04979597923342757,-0.033057907587563155,-0.09052964470373784,-0.1753809136666135,-0.06585629909350565,-0.05232768037766128,-0.029043716735593677,-0.0843561164323243,-0.0704706044653868,-0.08783447071078675,-0.14617671675460342,0.43844850183075273,0.12762134931762142,0.5066516713366722,0.2785520472205078,1.0,0.1295118036166907,0.01452051524194709,0.30801856647586084,0.022087260501778987,0.1478977188011675,0.2570763421689698,0.0588216862535993,-0.09195733332457628,0.04270727290234064,0.09340506401488535,-0.24729464659206543,-0.28410945023981593,-0.15589721531322628,-0.2357020247815418,-0.17627277167238545,-0.07796751620029732,0.08406013329264925,-0.2563536004842514,-0.11831668755265977,-0.230320432546942,-0.17436405545395336,-0.25967097195202693,-0.02649369641733398,-0.2158551462900577,-0.07680128635329712
lh.13-1,-0.261589211997275,-0.3242299498073532,-0.15822285563887034,-0.11655475240342618,-0.006220847822165292,-0.08201215164526517,-0.029990779145188853,-0.02801497287206437,-0.37932247465604324,-0.4532292732909122,-0.16246027974216745,-0.29827851772469477,-0.16229122020983797,-0.26995456664121914,-0.053395071289767074,-0.19021121730180443,-0.07900952131004388,-0.12606737160401155,-0.17380850787624935,-0.23999750938241296,0.32425251209117983,0.2460412499229392,0.13375707779384974,0.12563665395669274,0.13136815408443947,0.07901124116877718,-0.013087516267711331,-0.0840117531469406,0.2369767094295271,0.14619378747160083,0.22146016595381504,0.09828720244028462,0.33966681260606296,-0.0144036074907414,0.3209655927608188,0.08965968737970394,0.1295118036166907,1.0,0.6094040709967309,0.5792346663093044,0.4100738394363065,0.41963182680915756,0.2906439469356731,-0.13394813649220302,-0.271817040029821,-0.06280516473903512,-0.07296666748772812,0.4018881412662664,0.22002784662817598,0.2753839763161344,0.13955672720407591,0.2823959913279512,0.11549020278037925,0.344655764712499,0.17611592201265683,0.16712100789131973,0.11518176194925231,0.36070442957810794,0.18758205286269272,0.3083185542515913,0.17191253349363156,0.253578198255844
rh.13-1,-0.2727009368756671,-0.33288629305436396,-0.15047424955524366,-0.1728679909042693,-0.15967505221754444,-0.21158316886909162,-0.1081097772048909,-0.1138258250879686,-0.33030925344251877,-0.3771162690275756,-0.189019295358019,-0.28077647710318376,-0.25044910580885044,-0.2782687871793028,-0.10733281441769642,-0.21295607901472946,-0.12944504143408456,-0.09301513475959153,-0.16702581391271595,-0.2048507110845055,0.27818234137210285,0.38411913719799634,0.1121514221982776,0.23023995705199019,0.106365048531191,0.14066362471113694,0.01437755665608678,-0.019695000231677032,0.16338075570194857,0.19778720691742788,0.17343601004131953,0.26454664688025453,0.08981133563367802,0.0512491459841222,0.14188413011689416,0.22626147648110065,0.01452051524194709,0.6094040709967309,1.0,0.4395136864078682,0.572017515135532,0.6559361863254756,0.4041890283826618,-0.1227300435629333,-0.1266568703599341,0.014459048573286285,-0.017843060650883487,0.4009592317357948,0.43678870025864996,0.2318888044411806,0.3056817003239543,0.204903505281604,0.3100219460127815,0.25360944474177505,0.310858685506374,0.06627414215787465,0.2820765373035579,0.27775210559078994,0.41303045194449634,0.11340224522838714,0.231519857622324,0.18991754811985187
lh.13-2,-0.37002089186286025,-0.3743217244318983,-0.13900604432494407,-0.07839983359230263,-0.07406458683393417,-0.10092425885246141,-0.013467988474560167,-0.015012110884508935,-0.3475325756341712,-0.4205493628272927,-0.10828654663955699,-0.2337180464113935,-0.1032473521372161,-0.23941669399815138,0.006953457537627317,-0.16579004478120288,-0.03060047776929431,-0.08024483474437201,-0.00306924223091797,-0.18195905898672818,0.17773947716924854,0.21678048228800426,0.0945160708841489,0.08595489705978374,0.05735711689682143,0.11361696811199741,-0.06876495772905893,-0.03815787138988487,0.16206509072980493,0.0943350708453394,0.347861491534722,0.24526086850870618,0.27239447821569535,-0.09012986088322313,0.6083917575511635,0.3091382080034103,0.30801856647586084,0.5792346663093044,0.4395136864078682,1.0,0.4781123967962336,0.6320792530109062,0.378707613839319,-0.1476743308559534,-0.267790092309529,-0.005490605931971234,0.0026916642006475306,0.22751957988062824,0.07950516511793333,0.34591525843131343,0.2197156792151168,0.3370445411192415,0.22505633418330928,0.4286785589764661,0.1714192471268275,0.08173696636260615,0.07491556129169638,0.25110513799063744,0.10115708233362468,0.19263345876451968,0.047647654236617286,0.3627477860056247
